invoice_id,invoice_date,buyer_id,buyer_name,supplier_id,supplier_name,commodity_category,volume_usd,invoice_qty,unit_of_measure,country
INV_00000211,2024-03-16,BUY_005599,NVIDIA Corporation,SUP_000009,DC,Steel,14888.04,148.88,tonnes,China
INV_00000212,2024-05-27,BUY_005133,Microsoft Corporation,SUP_000025,North Energy Corp,Energy,22105.61,2210.56,units,Vietnam
INV_00000213,2024-02-11,BUY_005133,Microsoft Corporation,SUP_000008,BASF Germany,Electronics,5672.5,567.25,units,USA
INV_00000214,2023-11-17,BUY_002443,Google/Alphabet,SUP_000007,GS,Energy,15730.06,1573.01,units,India
INV_00000215,2023-10-24,BUY_006268,Samsung Electronics,SUP_000007,Global Steel,Electronics,5132.88,513.29,units,India
INV_00000216,2024-09-24,BUY_005133,Microsoft Corporation,SUP_000026,Euro Energy Manufacturing,Textiles,2328.56,232.86,units,Germany
INV_00000217,2024-03-23,BUY_002443,Google/Alphabet,SUP_000010,LyondellBasell,Electronics,4888.47,488.85,units,USA
INV_00000218,2024-06-20,BUY_003452,Tesla Inc,SUP_000006,Nippon Steel,Electronics,3384.59,338.46,units,China
INV_00000219,2023-08-15,BUY_005133,Microsoft Corporation,SUP_000006,Nippon Steel,Chemicals,7585.97,75.86,tonnes,China
INV_00000220,2024-06-27,BUY_003452,Tesla Inc,SUP_000007,Global_Steel,Energy,32354.51,3235.45,units,Vietnam
INV_00000221,2024-10-22,BUY_000316,H&M Group,SUP_000003,Micron Tech,Steel,7136.23,71.36,tonnes,USA
INV_00000222,2023-07-22,BUY_005133,Microsoft Corporation,SUP_000049,Global Electronics Ltd,Steel,23315.6,233.16,tonnes,Germany
INV_00000223,2023-07-01,BUY_002759,Intel Corporation,SUP_000010,LyondellBasell,Textiles,766.82,76.68,units,USA
INV_00000224,2024-11-28,BUY_003452,Tesla Inc,SUP_000045,South_Electronics_Manufacturing,Energy,15575.56,1557.56,units,China
INV_00000225,2024-10-04,BUY_002759,Intel Corporation,SUP_000002,SK_Hynix,Chemicals,13604.72,136.05,tonnes,Germany
INV_00000226,2024-03-28,BUY_001671,Apple Inc,SUP_000043,Euro Chemicals Inc,Chemicals,5898.84,58.99,tonnes,Vietnam
INV_00000227,2023-12-27,BUY_002759,Intel Corporation,SUP_000008,BASF Germany,Energy,17749.75,1774.97,units,USA
INV_00000228,2023-02-08,BUY_005133,Microsoft Corporation,SUP_000006,Nippon Steel,Electronics,2141.64,214.16,units,China
INV_00000229,2024-10-22,BUY_002443,Google/Alphabet,SUP_000038,NEL,Electronics,7344.87,734.49,units,Japan
INV_00000230,2024-04-18,BUY_002759,Intel Corporation,SUP_000002,SK Hynix,Energy,10086.91,1008.69,units,India
INV_00000231,2024-08-08,BUY_006268,Samsung Electronics,SUP_000009,Dow Chemical,Steel,22193.56,221.94,tonnes,USA
INV_00000232,2023-03-05,BUY_005133,Microsoft Corporation,SUP_000007,Global Steel,Textiles,2071.14,207.11,units,India
INV_00000233,2024-05-31,BUY_002759,Intel Corporation,SUP_000008,BASF Germany,Steel,14090.4,140.9,tonnes,USA
INV_00000234,2024-06-20,BUY_003452,Tesla Inc,SUP_000026,Euro Energy Manufacturing,Energy,44860.5,4486.05,units,Germany
INV_00000235,2023-10-17,BUY_001671,Apple Inc,SUP_000007,Global Steel,Textiles,3111.32,311.13,units,India
INV_00000236,2024-10-08,BUY_002443,Google/Alphabet,SUP_000002,SH,Chemicals,1616.64,16.17,tonnes,Vietnam
INV_00000237,2023-10-18,BUY_006268,Samsung Electronics,SUP_000049,Global_Electronics_Ltd,Chemicals,10784.8,107.85,tonnes,USA
INV_00000238,2023-12-08,BUY_003452,Tesla Inc,SUP_000003,Micron Tech,Electronics,5735.23,573.52,units,USA
INV_00000239,2023-11-14,BUY_000316,H&M Group,SUP_000002,SK_Hynix,Textiles,5904.54,590.45,units,Germany
INV_00000240,2024-07-26,BUY_006268,Samsung Electronics,SUP_000022,GTI,Textiles,1593.87,159.39,units,China
INV_00000241,2024-11-17,BUY_003452,Tesla Inc,SUP_000008,BASF,Energy,18318.82,1831.88,units,China
INV_00000242,2023-01-19,BUY_003452,Tesla Inc,SUP_000004,ArcelorMittal Vietnam,Chemicals,6089.58,60.9,tonnes,Vietnam
INV_00000243,2024-05-12,BUY_006268,Samsung Electronics,SUP_000003,Micron Tech,Steel,23194.53,231.95,tonnes,USA
INV_00000244,2023-03-21,BUY_001671,Apple Inc,SUP_000007,GS,Chemicals,2969.4,29.69,tonnes,India
INV_00000245,2024-11-08,BUY_006268,Samsung Electronics,SUP_000045,South_Electronics_Manufacturing,Chemicals,6716.64,67.17,tonnes,China
INV_00000246,2024-09-03,BUY_006268,Samsung Electronics,SUP_000004,ArcelorMittal,Textiles,1887.26,188.73,units,India
INV_00000247,2024-03-24,BUY_002759,Intel Corporation,SUP_000005,POSCO,Electronics,2659.21,265.92,units,China
INV_00000248,2024-09-17,BUY_005599,NVIDIA Corporation,SUP_000035,North Textiles Corp,Chemicals,11700.8,117.01,tonnes,China
INV_00000249,2024-06-30,BUY_005599,NVIDIA Corporation,SUP_000009,Dow Chemical,Steel,21451.38,214.51,tonnes,USA
INV_00000250,2024-01-12,BUY_000316,H&M Group,SUP_000036,Global_Chemicals_Industries,Energy,5947.76,594.78,units,India
INV_00000251,2024-01-27,BUY_005599,NVIDIA Corporation,SUP_000004,ArcelorMittal,Energy,16405.74,1640.57,units,India
INV_00000252,2024-09-11,BUY_002759,Intel Corporation,SUP_000004,ArcelorMittal Vietnam,Steel,22537.49,225.37,tonnes,Vietnam
INV_00000253,2024-01-16,BUY_005133,Microsoft Corporation,SUP_000039,Global_Steel_Manufacturing,Energy,18086.22,1808.62,units,China
INV_00000254,2023-10-19,BUY_002759,Intel Corporation,SUP_000019,SSI,Electronics,2471.19,247.12,units,USA
INV_00000255,2024-06-09,BUY_005599,NVIDIA Corporation,SUP_000007,Global_Steel,Steel,10566.22,105.66,tonnes,Vietnam
INV_00000256,2024-04-06,BUY_001671,Apple Inc,SUP_000031,Euro Electronics Inc,Chemicals,8408.02,84.08,tonnes,India
INV_00000257,2024-02-10,BUY_005133,Microsoft Corporation,SUP_000007,GS,Energy,8065.49,806.55,units,India
INV_00000258,2024-01-19,BUY_003452,Tesla Inc,SUP_000002,SH,Steel,11020.22,110.2,tonnes,Vietnam
INV_00000259,2023-05-30,BUY_006268,Samsung Electronics,SUP_000009,Dow Chemical,Steel,22647.8,226.48,tonnes,USA
INV_00000260,2024-12-23,BUY_005133,Microsoft Corporation,SUP_000001,Taiwan Semiconductor,Textiles,1673.99,167.4,units,Vietnam
INV_00000261,2023-01-20,BUY_002443,Google/Alphabet,SUP_000003,Micron Tech,Chemicals,7508.57,75.09,tonnes,USA
INV_00000262,2023-04-24,BUY_001671,Apple Inc,SUP_000002,SH,Chemicals,76.0,0.76,tonnes,Vietnam
INV_00000263,2023-09-02,BUY_002759,Intel Corporation,SUP_000045,South_Electronics_Manufacturing,Textiles,1287.81,128.78,units,China
INV_00000264,2023-03-06,BUY_001671,Apple Inc,SUP_000038,North_Electronics_Ltd,Electronics,3236.3,323.63,units,China
INV_00000265,2024-10-09,BUY_000316,H&M Group,SUP_000003,Micron Tech,Energy,12622.35,1262.23,units,USA
INV_00000266,2024-03-15,BUY_002443,Google/Alphabet,SUP_000018,South_Electronics_Corp,Electronics,5950.67,595.07,units,Vietnam
INV_00000267,2023-07-11,BUY_005133,Microsoft Corporation,SUP_000007,Global_Steel,Electronics,1882.95,188.3,units,Vietnam
INV_00000268,2024-06-22,BUY_001671,Apple Inc,SUP_000009,Dow_Chemical,Energy,13842.9,1384.29,units,China
INV_00000269,2024-02-04,BUY_003452,Tesla Inc,SUP_000007,GS,Textiles,1797.81,179.78,units,India
INV_00000270,2023-09-17,BUY_003452,Tesla Inc,SUP_000002,SK_Hynix,Electronics,9971.42,997.14,units,Germany
INV_00000271,2023-09-04,BUY_006268,Samsung Electronics,SUP_000022,GTI,Electronics,1872.88,187.29,units,China
INV_00000272,2023-02-15,BUY_002759,Intel Corporation,SUP_000004,ArcelorMittal,Chemicals,6462.84,64.63,tonnes,India
INV_00000273,2024-12-13,BUY_005133,Microsoft Corporation,SUP_000009,DC,Textiles,3135.96,313.6,units,China
INV_00000274,2024-04-13,BUY_005599,NVIDIA Corporation,SUP_000002,SK Hynix,Electronics,2163.85,216.39,units,India
INV_00000275,2023-02-12,BUY_002443,Google/Alphabet,SUP_000039,Global Steel Manufacturing,Chemicals,8447.68,84.48,tonnes,USA
INV_00000276,2024-07-10,BUY_000316,H&M Group,SUP_000004,ArcelorMittal Vietnam,Textiles,2902.76,290.28,units,Vietnam
INV_00000277,2024-01-01,BUY_000316,H&M Group,SUP_000022,GTI,Electronics,2431.72,243.17,units,China
INV_00000278,2023-05-08,BUY_002759,Intel Corporation,SUP_000007,GS,Chemicals,6157.05,61.57,tonnes,India
INV_00000279,2024-01-31,BUY_002759,Intel Corporation,SUP_000038,North_Electronics_Ltd,Chemicals,4380.2,43.8,tonnes,China
INV_00000280,2024-01-12,BUY_002443,Google/Alphabet,SUP_000002,SK_Hynix,Energy,19235.49,1923.55,units,Germany
INV_00000281,2023-03-22,BUY_000316,H&M Group,SUP_000014,Shell,Textiles,2875.1,287.51,units,Vietnam
INV_00000282,2023-11-25,BUY_000316,H&M Group,SUP_000006,Nippon Steel,Electronics,7845.15,784.52,units,China
INV_00000283,2024-04-01,BUY_002759,Intel Corporation,SUP_000012,Archroma,Energy,7674.08,767.41,units,Vietnam
INV_00000284,2023-12-26,BUY_002443,Google/Alphabet,SUP_000007,Global_Steel,Textiles,6447.53,644.75,units,Vietnam
INV_00000285,2023-10-09,BUY_003452,Tesla Inc,SUP_000007,GS,Electronics,862.96,86.3,units,India
INV_00000286,2024-06-09,BUY_002759,Intel Corporation,SUP_000010,LyondellBasell,Steel,17943.75,179.44,tonnes,USA
INV_00000287,2023-02-05,BUY_003452,Tesla Inc,SUP_000007,Global_Steel,Steel,10764.95,107.65,tonnes,Vietnam
INV_00000288,2024-01-28,BUY_002759,Intel Corporation,SUP_000003,Micron Tech,Energy,21358.02,2135.8,units,USA
INV_00000289,2024-01-15,BUY_006268,Samsung Electronics,SUP_000002,SK_Hynix,Chemicals,5641.35,56.41,tonnes,Germany
INV_00000290,2024-06-26,BUY_005599,NVIDIA Corporation,SUP_000005,POSCO India,Chemicals,5808.31,58.08,tonnes,India
INV_00000291,2023-04-27,BUY_002443,Google/Alphabet,SUP_000038,North_Electronics_Ltd,Electronics,3050.64,305.06,units,China
INV_00000292,2024-07-29,BUY_002759,Intel Corporation,SUP_000005,POSCO India,Electronics,3152.55,315.25,units,India
INV_00000293,2023-08-08,BUY_005599,NVIDIA Corporation,SUP_000009,Dow Chemical,Energy,36979.61,3697.96,units,USA
INV_00000294,2023-05-06,BUY_006268,Samsung Electronics,SUP_000035,North Textiles Corp,Steel,13428.06,134.28,tonnes,China
INV_00000295,2024-12-31,BUY_003452,Tesla Inc,SUP_000050,ACG,Textiles,2803.71,280.37,units,Japan
INV_00000296,2024-11-14,BUY_000316,H&M Group,SUP_000040,ASC,Chemicals,10270.85,102.71,tonnes,China
INV_00000297,2023-11-04,BUY_006268,Samsung Electronics,SUP_000047,Euro Textiles Group,Steel,15875.04,158.75,tonnes,Vietnam
INV_00000298,2024-01-06,BUY_006268,Samsung Electronics,SUP_000004,ArcelorMittal Vietnam,Energy,16961.85,1696.19,units,Vietnam
INV_00000299,2023-08-31,BUY_003452,Tesla Inc,SUP_000009,DC,Textiles,3628.89,362.89,units,China
INV_00000300,2024-04-23,BUY_005133,Microsoft Corporation,SUP_000002,SK_Hynix,Energy,14604.58,1460.46,units,Germany
INV_00000301,2023-11-13,BUY_002443,Google/Alphabet,SUP_000037,South_Chemicals_Industries,Textiles,2850.84,285.08,units,Japan
INV_00000302,2024-02-24,BUY_005133,Microsoft Corporation,SUP_000007,Global Steel,Energy,14612.82,1461.28,units,India
INV_00000303,2024-04-05,BUY_006268,Samsung Electronics,SUP_000024,Euro Energy Ltd,Textiles,2975.82,297.58,units,China
INV_00000304,2024-07-18,BUY_002443,Google/Alphabet,SUP_000003,Micron Tech,Energy,26179.28,2617.93,units,USA
INV_00000305,2024-05-29,BUY_006268,Samsung Electronics,SUP_000039,Global_Steel_Manufacturing,Electronics,4187.72,418.77,units,China
INV_00000306,2023-11-08,BUY_003452,Tesla Inc,SUP_000005,POSCO,Steel,20532.79,205.33,tonnes,China
INV_00000307,2024-06-15,BUY_005599,NVIDIA Corporation,SUP_000019,South Steel Inc,Chemicals,7190.21,71.9,tonnes,Japan
INV_00000308,2024-10-12,BUY_005133,Microsoft Corporation,SUP_000006,Nippon Steel,Energy,20476.49,2047.65,units,China
INV_00000309,2024-05-29,BUY_006268,Samsung Electronics,SUP_000010,LyondellBasell,Steel,16786.84,167.87,tonnes,USA
INV_00000310,2023-06-25,BUY_003452,Tesla Inc,SUP_000044,Euro Chemicals Manufacturing,Energy,15337.18,1533.72,units,China
INV_00000311,2024-07-31,BUY_005133,Microsoft Corporation,SUP_000002,SH,Electronics,6333.85,633.38,units,Vietnam
INV_00000312,2023-02-16,BUY_002443,Google/Alphabet,SUP_000004,ArcelorMittal Vietnam,Energy,15962.0,1596.2,units,Vietnam
INV_00000313,2024-09-24,BUY_000316,H&M Group,SUP_000009,DC,Electronics,5831.78,583.18,units,China
INV_00000314,2024-10-19,BUY_000316,H&M Group,SUP_000007,GS,Chemicals,9384.19,93.84,tonnes,India
INV_00000315,2024-04-09,BUY_002759,Intel Corporation,SUP_000011,Huntsman Vietnam,Electronics,3831.93,383.19,units,Vietnam
INV_00000316,2024-03-01,BUY_006268,Samsung Electronics,SUP_000007,Global Steel,Textiles,2715.48,271.55,units,India
INV_00000317,2023-11-17,BUY_002443,Google/Alphabet,SUP_000024,Euro Energy Ltd,Chemicals,6786.43,67.86,tonnes,China
INV_00000318,2023-05-14,BUY_003452,Tesla Inc,SUP_000002,SH,Chemicals,7178.0,71.78,tonnes,Vietnam
INV_00000319,2023-09-05,BUY_005599,NVIDIA Corporation,SUP_000008,BASF Germany,Textiles,3702.32,370.23,units,USA
INV_00000320,2023-05-25,BUY_002443,Google/Alphabet,SUP_000007,GS,Electronics,3895.49,389.55,units,India
INV_00000321,2023-09-12,BUY_003452,Tesla Inc,SUP_000041,GCG,Steel,22739.37,227.39,tonnes,Germany
INV_00000322,2023-07-14,BUY_002759,Intel Corporation,SUP_000009,Dow_Chemical,Steel,9599.83,96.0,tonnes,China
INV_00000323,2024-05-25,BUY_002443,Google/Alphabet,SUP_000002,SK_Hynix,Chemicals,16418.74,164.19,tonnes,Germany
INV_00000324,2024-06-01,BUY_003452,Tesla Inc,SUP_000016,Exxon_Mobil,Textiles,1722.07,172.21,units,Japan
INV_00000325,2023-02-19,BUY_002759,Intel Corporation,SUP_000011,Huntsman,Electronics,2314.46,231.45,units,USA
INV_00000326,2023-10-20,BUY_002443,Google/Alphabet,SUP_000002,SH,Energy,24582.51,2458.25,units,Vietnam
INV_00000327,2023-05-18,BUY_003452,Tesla Inc,SUP_000029,Euro Textiles Manufacturing,Chemicals,11931.24,119.31,tonnes,Germany
INV_00000328,2023-02-16,BUY_005599,NVIDIA Corporation,SUP_000009,DC,Textiles,2361.71,236.17,units,China
INV_00000329,2024-01-07,BUY_002759,Intel Corporation,SUP_000007,GS,Energy,15016.06,1501.61,units,India
INV_00000330,2024-07-17,BUY_005133,Microsoft Corporation,SUP_000045,South_Electronics_Manufacturing,Chemicals,7007.67,70.08,tonnes,China
INV_00000331,2023-05-12,BUY_003452,Tesla Inc,SUP_000007,Global Steel,Electronics,2404.12,240.41,units,India
INV_00000332,2023-05-28,BUY_001671,Apple Inc,SUP_000029,Euro Textiles Manufacturing,Steel,17685.88,176.86,tonnes,Germany
INV_00000333,2023-02-16,BUY_002759,Intel Corporation,SUP_000007,Global Steel,Electronics,2050.69,205.07,units,India
INV_00000334,2024-06-15,BUY_006268,Samsung Electronics,SUP_000009,Dow_Chemical,Textiles,3748.65,374.87,units,China
INV_00000335,2023-12-02,BUY_000316,H&M Group,SUP_000007,GS,Energy,18352.95,1835.3,units,India
INV_00000336,2024-08-30,BUY_002759,Intel Corporation,SUP_000009,Dow_Chemical,Chemicals,5081.63,50.82,tonnes,China
INV_00000337,2024-12-26,BUY_003452,Tesla Inc,SUP_000001,Taiwan Semiconductor,Energy,18126.07,1812.61,units,Vietnam
INV_00000338,2023-12-06,BUY_000316,H&M Group,SUP_000042,Pacific Chemicals Manufacturing,Electronics,6058.9,605.89,units,Vietnam
INV_00000339,2024-12-05,BUY_005599,NVIDIA Corporation,SUP_000005,POSCO India,Electronics,3775.74,377.57,units,India
INV_00000340,2023-02-22,BUY_002443,Google/Alphabet,SUP_000009,Dow_Chemical,Energy,8053.34,805.33,units,China
INV_00000341,2023-06-01,BUY_005599,NVIDIA Corporation,SUP_000002,SH,Steel,13623.49,136.23,tonnes,Vietnam
INV_00000342,2023-01-20,BUY_002443,Google/Alphabet,SUP_000003,Micron Tech,Textiles,3232.75,323.28,units,USA
INV_00000343,2024-12-08,BUY_002759,Intel Corporation,SUP_000011,Huntsman,Steel,19445.84,194.46,tonnes,USA
INV_00000344,2023-03-05,BUY_003452,Tesla Inc,SUP_000009,DC,Steel,9104.26,91.04,tonnes,China
INV_00000345,2024-11-09,BUY_006268,Samsung Electronics,SUP_000007,Global Steel,Textiles,3013.27,301.33,units,India
INV_00000346,2024-04-15,BUY_000316,H&M Group,SUP_000007,Global_Steel,Energy,6395.65,639.56,units,Vietnam
INV_00000347,2024-09-16,BUY_000316,H&M Group,SUP_000005,POSCO,Textiles,782.15,78.21,units,China
INV_00000348,2024-07-25,BUY_000316,H&M Group,SUP_000006,Nippon Steel,Chemicals,5143.31,51.43,tonnes,China
INV_00000349,2024-12-22,BUY_003452,Tesla Inc,SUP_000038,North Electronics Ltd,Steel,14490.07,144.9,tonnes,China
INV_00000350,2024-05-06,BUY_000316,H&M Group,SUP_000005,POSCO India,Chemicals,6699.54,67.0,tonnes,India
INV_00000351,2023-05-05,BUY_002443,Google/Alphabet,SUP_000027,Pacific Textiles Ltd,Energy,23852.14,2385.21,units,India
INV_00000352,2023-12-20,BUY_005133,Microsoft Corporation,SUP_000006,Nippon Steel,Steel,20059.83,200.6,tonnes,China
INV_00000353,2023-12-21,BUY_005599,NVIDIA Corporation,SUP_000037,South_Chemicals_Industries,Textiles,3946.93,394.69,units,Japan
INV_00000354,2023-07-26,BUY_000316,H&M Group,SUP_000009,DC,Energy,17466.13,1746.61,units,China
INV_00000355,2023-05-21,BUY_005599,NVIDIA Corporation,SUP_000043,Euro Chemicals Inc,Electronics,2395.95,239.6,units,Vietnam
INV_00000356,2023-09-06,BUY_005599,NVIDIA Corporation,SUP_000039,GSM,Electronics,4367.42,436.74,units,Vietnam
INV_00000357,2024-10-15,BUY_003452,Tesla Inc,SUP_000008,BASF,Steel,11387.63,113.88,tonnes,China
INV_00000358,2024-04-28,BUY_001671,Apple Inc,SUP_000009,DC,Electronics,4290.53,429.05,units,China
INV_00000359,2024-07-17,BUY_002759,Intel Corporation,SUP_000009,Dow Chemical,Steel,14340.28,143.4,tonnes,USA
INV_00000360,2024-10-28,BUY_003452,Tesla Inc,SUP_000020,Euro_Electronics_Ltd,Steel,13857.43,138.57,tonnes,India
INV_00000361,2023-10-20,BUY_005599,NVIDIA Corporation,SUP_000007,Global_Steel,Electronics,6775.0,677.5,units,Vietnam
INV_00000362,2024-07-01,BUY_002443,Google/Alphabet,SUP_000013,DyStar,Electronics,6312.87,631.29,units,USA
INV_00000363,2023-06-30,BUY_002759,Intel Corporation,SUP_000028,North_Electronics_Inc,Electronics,4874.88,487.49,units,Vietnam
INV_00000364,2023-07-10,BUY_000316,H&M Group,SUP_000002,SK Hynix,Chemicals,8308.11,83.08,tonnes,India
INV_00000365,2024-08-04,BUY_000316,H&M Group,SUP_000007,Global Steel,Energy,14481.58,1448.16,units,India
INV_00000366,2024-04-10,BUY_002759,Intel Corporation,SUP_000003,Micron Tech,Energy,24843.72,2484.37,units,USA
INV_00000367,2023-10-07,BUY_006268,Samsung Electronics,SUP_000022,GTI,Steel,12652.89,126.53,tonnes,China
INV_00000368,2024-04-14,BUY_003452,Tesla Inc,SUP_000002,SK Hynix,Chemicals,5908.78,59.09,tonnes,India
INV_00000369,2023-10-30,BUY_006268,Samsung Electronics,SUP_000014,Shell Germany,Energy,10880.04,1088.0,units,India
INV_00000370,2024-09-17,BUY_003452,Tesla Inc,SUP_000039,Global Steel Manufacturing,Textiles,4008.53,400.85,units,USA
INV_00000371,2023-03-30,BUY_006268,Samsung Electronics,SUP_000014,Shell,Textiles,2697.84,269.78,units,Vietnam
INV_00000372,2024-05-03,BUY_000316,H&M Group,SUP_000001,Taiwan Semiconductor,Chemicals,9882.74,98.83,tonnes,Vietnam
INV_00000373,2024-01-28,BUY_003452,Tesla Inc,SUP_000005,POSCO India,Steel,11877.81,118.78,tonnes,India
INV_00000374,2023-11-06,BUY_000316,H&M Group,SUP_000002,SK Hynix,Energy,33502.91,3350.29,units,India
INV_00000375,2024-10-31,BUY_005133,Microsoft Corporation,SUP_000005,POSCO,Chemicals,4786.28,47.86,tonnes,China
INV_00000376,2024-04-21,BUY_000316,H&M Group,SUP_000009,Dow_Chemical,Chemicals,8068.89,80.69,tonnes,China
INV_00000377,2024-12-07,BUY_003452,Tesla Inc,SUP_000020,EEL,Electronics,8023.19,802.32,units,Germany
INV_00000378,2024-09-21,BUY_002759,Intel Corporation,SUP_000003,Micron Tech,Steel,34252.7,342.53,tonnes,USA
INV_00000379,2023-06-06,BUY_003452,Tesla Inc,SUP_000044,Euro Chemicals Manufacturing,Textiles,1501.54,150.15,units,China
INV_00000380,2024-03-01,BUY_005599,NVIDIA Corporation,SUP_000040,Asian Steel Corp,Energy,13149.4,1314.94,units,Japan
INV_00000381,2023-09-11,BUY_002759,Intel Corporation,SUP_000007,Global Steel,Energy,12544.01,1254.4,units,India
INV_00000382,2024-06-24,BUY_005133,Microsoft Corporation,SUP_000010,LyondellBasell,Chemicals,2051.67,20.52,tonnes,USA
INV_00000383,2023-03-05,BUY_006268,Samsung Electronics,SUP_000015,BP,Energy,16346.75,1634.67,units,Germany
INV_00000384,2023-06-18,BUY_005133,Microsoft Corporation,SUP_000034,Asian Textiles Corp,Chemicals,6910.04,69.1,tonnes,Germany
INV_00000385,2024-11-27,BUY_005133,Microsoft Corporation,SUP_000038,North Electronics Ltd,Steel,15121.89,151.22,tonnes,China
INV_00000386,2024-06-06,BUY_006268,Samsung Electronics,SUP_000036,Global Chemicals Industries,Textiles,2950.61,295.06,units,China
INV_00000387,2024-06-09,BUY_002759,Intel Corporation,SUP_000002,SK Hynix,Textiles,4578.73,457.87,units,India
INV_00000388,2024-11-19,BUY_000316,H&M Group,SUP_000028,North_Electronics_Inc,Chemicals,10417.22,104.17,tonnes,Vietnam
INV_00000389,2023-01-04,BUY_002443,Google/Alphabet,SUP_000002,SK Hynix,Steel,7269.29,72.69,tonnes,India
INV_00000390,2023-12-19,BUY_005133,Microsoft Corporation,SUP_000002,SK Hynix,Electronics,3123.09,312.31,units,India
INV_00000391,2024-04-28,BUY_006268,Samsung Electronics,SUP_000004,ArcelorMittal,Electronics,4263.48,426.35,units,India
INV_00000392,2024-10-18,BUY_002759,Intel Corporation,SUP_000007,GS,Textiles,802.97,80.3,units,India
INV_00000393,2024-01-22,BUY_006268,Samsung Electronics,SUP_000009,DC,Textiles,3678.2,367.82,units,China
INV_00000394,2024-10-31,BUY_002443,Google/Alphabet,SUP_000009,DC,Chemicals,9692.19,96.92,tonnes,China
INV_00000395,2024-06-25,BUY_001671,Apple Inc,SUP_000017,Saudi Aramco,Steel,10629.46,106.29,tonnes,China
INV_00000396,2023-01-24,BUY_002443,Google/Alphabet,SUP_000009,DC,Chemicals,1830.78,18.31,tonnes,China
INV_00000397,2024-06-28,BUY_002759,Intel Corporation,SUP_000018,SEC,Textiles,4225.88,422.59,units,China
INV_00000398,2023-12-21,BUY_001671,Apple Inc,SUP_000002,SH,Steel,15004.39,150.04,tonnes,Vietnam
INV_00000399,2024-11-07,BUY_005599,NVIDIA Corporation,SUP_000002,SK_Hynix,Textiles,6702.28,670.23,units,Germany
INV_00000400,2023-07-31,BUY_002759,Intel Corporation,SUP_000002,SK Hynix,Electronics,1494.19,149.42,units,India
INV_00000401,2024-09-04,BUY_002443,Google/Alphabet,SUP_000002,SK Hynix,Electronics,3136.03,313.6,units,India
INV_00000402,2024-03-25,BUY_006268,Samsung Electronics,SUP_000002,SK Hynix,Steel,10142.7,101.43,tonnes,India
INV_00000403,2024-05-30,BUY_003452,Tesla Inc,SUP_000010,LyondellBasell,Chemicals,9769.13,97.69,tonnes,USA
INV_00000404,2024-08-14,BUY_005599,NVIDIA Corporation,SUP_000022,Global_Textiles_Industries,Energy,22631.28,2263.13,units,USA
INV_00000405,2023-11-06,BUY_005599,NVIDIA Corporation,SUP_000039,Global_Steel_Manufacturing,Steel,17389.68,173.9,tonnes,China
INV_00000406,2024-02-28,BUY_006268,Samsung Electronics,SUP_000009,DC,Chemicals,2878.28,28.78,tonnes,China
INV_00000407,2024-10-03,BUY_003452,Tesla Inc,SUP_000002,SK Hynix,Textiles,2194.31,219.43,units,India
INV_00000408,2024-10-20,BUY_002443,Google/Alphabet,SUP_000022,Global Textiles Industries,Textiles,2671.57,267.16,units,China
INV_00000409,2024-02-23,BUY_002759,Intel Corporation,SUP_000004,ArcelorMittal,Steel,9884.36,98.84,tonnes,India
INV_00000410,2023-09-04,BUY_002759,Intel Corporation,SUP_000003,Micron Tech,Steel,24496.66,244.97,tonnes,USA
INV_00000411,2023-03-01,BUY_006268,Samsung Electronics,SUP_000008,BASF,Energy,7922.06,792.21,units,China
INV_00000412,2024-02-02,BUY_005133,Microsoft Corporation,SUP_000007,Global Steel,Steel,4122.8,41.23,tonnes,India
INV_00000413,2024-04-05,BUY_001671,Apple Inc,SUP_000004,ArcelorMittal Vietnam,Chemicals,8993.1,89.93,tonnes,Vietnam
INV_00000414,2023-10-02,BUY_001671,Apple Inc,SUP_000044,Euro Chemicals Manufacturing,Textiles,2938.72,293.87,units,China
INV_00000415,2023-03-16,BUY_005599,NVIDIA Corporation,SUP_000043,Euro Chemicals Inc,Steel,8105.45,81.05,tonnes,Vietnam
INV_00000416,2024-05-05,BUY_000316,H&M Group,SUP_000022,GTI,Steel,18204.61,182.05,tonnes,China
INV_00000417,2023-01-16,BUY_002759,Intel Corporation,SUP_000009,Dow Chemical,Steel,14955.24,149.55,tonnes,USA
INV_00000418,2023-09-06,BUY_005599,NVIDIA Corporation,SUP_000028,North_Electronics_Inc,Energy,25902.25,2590.23,units,Vietnam
INV_00000419,2024-07-19,BUY_002759,Intel Corporation,SUP_000027,Pacific Textiles Ltd,Chemicals,6767.11,67.67,tonnes,India
INV_00000420,2024-06-30,BUY_002759,Intel Corporation,SUP_000007,Global_Steel,Chemicals,11913.08,119.13,tonnes,Vietnam
INV_00000421,2024-04-22,BUY_003452,Tesla Inc,SUP_000037,South Chemicals Industries,Electronics,8893.66,889.37,units,Japan
INV_00000422,2023-07-28,BUY_005599,NVIDIA Corporation,SUP_000002,SK Hynix,Chemicals,5983.81,59.84,tonnes,India
INV_00000423,2023-05-30,BUY_002443,Google/Alphabet,SUP_000010,LyondellBasell,Electronics,8331.77,833.18,units,USA
INV_00000424,2023-10-30,BUY_002443,Google/Alphabet,SUP_000005,POSCO,Steel,15310.58,153.11,tonnes,China
INV_00000425,2024-08-06,BUY_000316,H&M Group,SUP_000007,Global Steel,Steel,18839.72,188.4,tonnes,India
